鄉鎮市區,交易標的,臨路,土地移轉坪數,都市土地使用分區,總樓層,頂樓註記,屋齡,建物移轉坪數,管理組織,車位總面積,單價,車位總價
鳳山區,房地(土地+建物),Y,3.83,住宅區,13,N,2.1,17.16,Y,0,16.8,0
左營區,房地(土地+建物)+車位,Y,11.93,住宅區,15,N,5.6,80.98,Y,21.6,20.4,0
鼓山區,房地(土地+建物)+車位,Y,7.77,其他使用區,21,N,6.6,91.47,Y,8.03,17.1,0
左營區,房地(土地+建物)+車位,Y,3.43,住宅區,20,N,24.7,45.83,Y,12.25,13.7,0
左營區,房地(土地+建物),N,2.26,住宅區,14,N,14.5,26.15,Y,0,17.2,0
前金區,房地(土地+建物)+車位,Y,4,商業區,15,N,0.2,47.84,Y,2.72,25.3,0
前鎮區,房地(土地+建物)+車位,Y,12.04,住宅區,27,N,0.8,104.39,Y,13.86,38.6,460
前鎮區,房地(土地+建物)+車位,Y,4.73,住宅區,15,N,10,46,Y,4.76,18.8,0
前鎮區,房地(土地+建物),Y,4.37,住宅區,12,Y,30.9,35.85,Y,0,2.8,0
鼓山區,房地(土地+建物),Y,6.79,商業區,14,N,30.8,62.73,Y,0,15.9,0
前鎮區,房地(土地+建物),Y,5.48,住宅區,12,N,26.1,46.07,Y,0,8.2,0
楠梓區,房地(土地+建物)+車位,N,5.68,住宅區,23,N,0.3,59.22,Y,9.83,17.4,155
新興區,房地(土地+建物),Y,4.01,其他使用區,12,N,27.1,46.15,Y,0,18.8,0
前鎮區,房地(土地+建物),Y,4.92,住宅區,12,Y,30.9,40.02,Y,0,2.8,0
鳳山區,房地(土地+建物)+車位,Y,6.85,住宅區,12,N,3.3,40.83,Y,6.81,25.1,0
三民區,房地(土地+建物)+車位,Y,8.26,住宅區,24,N,0.6,47.01,Y,8.75,24.5,0
三民區,房地(土地+建物)+車位,Y,8.73,住宅區,24,N,0.6,49.4,Y,8.75,24.3,0
左營區,房地(土地+建物)+車位,Y,6.51,住宅區,15,N,5.1,46.93,Y,0,20.4,0
楠梓區,房地(土地+建物),Y,2.9,商業區,15,N,7.2,28.84,Y,0,16,0
新興區,房地(土地+建物),Y,4.02,其他使用區,12,N,27.1,47.04,Y,0,18.8,0
楠梓區,房地(土地+建物),Y,3.66,住宅區,15,N,0.1,27.34,Y,0,17.1,0
鼓山區,房地(土地+建物),Y,3.48,商業區,14,N,15.3,39.18,Y,0,25.8,0
苓雅區,房地(土地+建物)+車位,Y,3.06,商業區,15,N,27,40.06,Y,0,18,0
前鎮區,房地(土地+建物)+車位,Y,3.89,住宅區,29,N,12.8,82.34,Y,4.47,25.5,0
左營區,房地(土地+建物),Y,2.15,商業區,14,N,15.8,24.67,Y,0,20.7,0
楠梓區,房地(土地+建物)+車位,Y,3.41,商業區,20,N,7.6,43.11,Y,7.18,16.7,150
苓雅區,房地(土地+建物)+車位,Y,5.94,住宅區,22,N,1.3,60.29,Y,6.01,25.9,200
鼓山區,房地(土地+建物)+車位,Y,4.46,商業區,15,N,14.3,46.79,Y,5.08,25.2,0
三民區,房地(土地+建物)+車位,Y,7.16,住宅區,15,N,4.8,57.83,Y,8.36,19.8,0
苓雅區,房地(土地+建物)+車位,Y,7,住宅區,21,N,0.8,74.9,Y,10.31,23.4,140
三民區,房地(土地+建物),N,0.55,商業區,13,N,12.6,5.83,Y,0,14.6,0
左營區,房地(土地+建物)+車位,Y,3.63,住宅區,23,N,24.8,54.38,Y,0,19.9,0
左營區,房地(土地+建物)+車位,Y,3.74,商業區,15,N,14.4,47.74,Y,9.99,19.8,0
三民區,房地(土地+建物),Y,3.03,住宅區,13,N,24.8,23.74,Y,0,18.5,0
楠梓區,房地(土地+建物)+車位,Y,5.58,住宅區,15,Y,12.3,44.29,Y,7.03,16.3,0
楠梓區,房地(土地+建物),Y,2.71,商業區,15,N,4.3,27.41,Y,0,15.1,0
左營區,房地(土地+建物)+車位,Y,4.69,住宅區,14,N,16.4,39.65,Y,6.82,21.2,0
左營區,房地(土地+建物)+車位,Y,4.66,住宅區,15,N,13.9,42.13,Y,5.87,17.2,0
前鎮區,房地(土地+建物),N,2.92,住宅區,14,N,20.6,22.48,Y,0,16.9,0
鳳山區,房地(土地+建物)+車位,Y,10.9,住宅區,20,N,0.1,67.65,Y,6.58,24.6,0
前金區,房地(土地+建物),Y,0.91,商業區,12,N,24.6,10.89,Y,0,14.7,0
鳳山區,房地(土地+建物)+車位,N,4.84,住宅區,14,N,3.8,30.34,Y,2.89,20.1,0
楠梓區,房地(土地+建物),N,3.34,商業區,15,N,6.6,33.03,Y,0,17.6,0
鼓山區,房地(土地+建物),Y,3.11,其他使用區,13,N,14.8,24.14,Y,0,20.9,0
鳳山區,房地(土地+建物)+車位,Y,10.8,住宅區,19,N,7.5,62.95,N,8.24,14,0
前金區,房地(土地+建物)+車位,Y,5.18,商業區,29,N,0.9,114.28,Y,21.13,29.7,230
楠梓區,房地(土地+建物),Y,3.66,住宅區,15,N,0.1,27.34,Y,0,17.5,0
鼓山區,房地(土地+建物),N,5.89,住宅區,14,N,8.4,45.11,Y,0,16.6,0
左營區,房地(土地+建物)+車位,Y,8.56,住宅區,15,Y,0.3,60.53,Y,6.52,24.3,150
苓雅區,房地(土地+建物)+車位,Y,4.73,住宅區,15,N,1.1,35.83,Y,8.18,23.3,205
苓雅區,房地(土地+建物)+車位,Y,7.3,住宅區,14,N,0.3,37.73,Y,11.99,23.2,0
岡山區,房地(土地+建物),Y,3.76,住宅區,15,N,0.6,25,Y,0,17,0
楠梓區,房地(土地+建物)+車位,Y,4.5,住宅區,15,N,6.4,26.76,Y,4.54,18.2,0
苓雅區,房地(土地+建物)+車位,Y,6.36,商業區,29,Y,2.9,110.32,Y,17.26,31,500
鼓山區,房地(土地+建物)+車位,Y,4.76,其他使用區,23,N,0.8,50.87,Y,7.6,25.4,190
橋頭區,房地(土地+建物)+車位,Y,5.01,住宅區,15,Y,1.8,40.37,Y,1.86,17.2,0
楠梓區,房地(土地+建物),N,6.04,住宅區,11,N,25.3,33.8,Y,0,13.1,0
三民區,房地(土地+建物),N,10.51,住宅區,12,N,27.8,74.13,Y,0,12.1,0
左營區,房地(土地+建物),Y,22.39,住宅區,15,N,12.7,64.55,N,0,25.9,0
左營區,房地(土地+建物)+車位,Y,3.67,商業區,15,N,7.1,50.27,Y,5.64,25.8,0
鳳山區,房地(土地+建物)+車位,Y,5.9,住宅區,15,N,5.9,43.35,Y,7.87,15.9,0
鼓山區,房地(土地+建物)+車位,Y,7.53,其他使用區,25,N,6.8,88.74,Y,9.09,24.5,0
楠梓區,房地(土地+建物),N,2.14,商業區,20,N,7.6,26.45,Y,0,18.1,0
前鎮區,房地(土地+建物),Y,0.64,特定專用區,39,N,21.8,22.52,Y,0,20.4,0
楠梓區,房地(土地+建物),Y,3.54,特定專用區,14,N,3.6,27.27,Y,0,13.9,0
左營區,房地(土地+建物)+車位,Y,4.17,住宅區,13,N,21.3,40.15,Y,8.05,14.4,0
茄萣區,房地(土地+建物),Y,2.48,住宅區,17,N,25,26.73,N,0,4.7,0
鳳山區,房地(土地+建物)+車位,Y,9.21,住宅區,14,N,6.5,52.01,Y,10.28,20.7,0
前鎮區,房地(土地+建物),Y,2.26,商業區,12,N,27.2,31.85,Y,0,11.9,0
三民區,房地(土地+建物)+車位,Y,6.43,商業區,21,N,25.6,83.09,Y,0,13.8,0
三民區,房地(土地+建物),N,2.23,商業區,13,N,15.4,22.92,Y,0,20,0
橋頭區,房地(土地+建物)+車位,Y,8.92,住宅區,14,Y,10.8,48.93,Y,10.46,14.3,0
前鎮區,房地(土地+建物)+車位,N,4.63,特定專用區,14,N,21.3,34.4,Y,1.88,16.9,0
前金區,房地(土地+建物)+車位,Y,5.03,商業區,29,N,0.9,112.3,Y,19.14,29.4,180
小港區,房地(土地+建物),Y,1.04,商業區,12,N,24.3,12.04,Y,0,10,0
鳥松區,房地(土地+建物)+車位,N,6.12,住宅區,23,N,23.9,56.09,Y,13.48,12.3,0
楠梓區,房地(土地+建物)+車位,Y,6,住宅區,15,N,0.1,48.1,Y,7.62,16.8,0
楠梓區,房地(土地+建物),N,2.2,住宅區,15,N,3.9,21.24,Y,0,18.3,0
鳳山區,房地(土地+建物),Y,4.48,住宅區,11,N,5.8,30.14,Y,0,21.6,0
左營區,房地(土地+建物),Y,3.53,住宅區,22,N,22.3,44.28,Y,0,15,0
大寮區,房地(土地+建物)+車位,Y,4.37,商業區,14,N,21.8,41.58,Y,0,8.7,0
鼓山區,房地(土地+建物),Y,2.13,商業區,13,N,17.3,23.21,Y,0,22.2,0
左營區,房地(土地+建物),Y,7.52,住宅區,12,N,35.1,30.78,Y,0,12.2,0
鼓山區,房地(土地+建物)+車位,Y,6.39,其他使用區,23,N,0.8,66.43,Y,8.23,25.9,195
鼓山區,房地(土地+建物)+車位,Y,14.36,住宅區,26,N,4.4,107.64,Y,10.24,35.2,0
楠梓區,房地(土地+建物)+車位,Y,6.96,住宅區,15,N,0.1,53,Y,4.58,17.5,145
鼓山區,房地(土地+建物)+車位,Y,8.41,商業區,24,N,12.9,110.75,Y,19.49,30.1,0
三民區,房地(土地+建物),Y,1.16,住宅區,18,N,24.8,12.63,Y,0,19.4,0
楠梓區,房地(土地+建物)+車位,Y,6,住宅區,15,N,0.1,48.1,Y,7.62,17.3,0
三民區,房地(土地+建物)+車位,Y,8.26,住宅區,24,N,0.6,47.01,Y,8.75,25.6,0
楠梓區,房地(土地+建物),N,3.3,住宅區,15,N,2.5,29.03,Y,0,16.1,0
鼓山區,房地(土地+建物),Y,3.94,其他使用區,13,Y,15,29.96,Y,0,19.7,0
鹽埕區,房地(土地+建物),Y,2.15,商業區,13,N,20.3,22.76,Y,0,12.3,0
鳥松區,房地(土地+建物),Y,2.53,住宅區,17,N,24.3,15.98,Y,0,14.1,0
三民區,房地(土地+建物)+車位,Y,8.26,住宅區,24,N,0.6,47.01,Y,8.75,24.2,0
鼓山區,房地(土地+建物)+車位,Y,7.38,商業區,38,N,5.3,127.05,Y,11.95,23.6,0
三民區,房地(土地+建物)+車位,Y,5.01,住宅區,14,N,23.4,48.15,Y,5.92,16.6,0
前鎮區,房地(土地+建物),Y,3.34,商業區,16,N,27.6,34.88,Y,0,10.6,0
前鎮區,房地(土地+建物)+車位,Y,3.35,住宅區,24,N,27.4,51.62,Y,0,16.2,0
苓雅區,房地(土地+建物)+車位,Y,13.18,住宅區,21,Y,0.8,147.1,Y,30.62,29.2,500
三民區,房地(土地+建物),Y,1.59,特定專用區,15,N,25.1,12.27,Y,0,12.2,0
鼓山區,房地(土地+建物)+車位,Y,4.09,其他使用區,15,N,6.6,44.68,Y,4.38,23.7,0
鼓山區,房地(土地+建物)+車位,Y,4.92,其他使用區,15,N,12.2,37.62,Y,2.15,23.7,80
左營區,房地(土地+建物)+車位,Y,1.7,商業區,23,Y,0.5,29.03,Y,7.96,21.2,95
楠梓區,房地(土地+建物)+車位,N,5.68,住宅區,23,N,0.3,59.22,Y,9.83,17.3,165
楠梓區,房地(土地+建物)+車位,Y,4.18,住宅區,15,N,0.1,34.96,Y,7.62,18.3,0
楠梓區,房地(土地+建物)+車位,Y,6.76,住宅區,15,N,6.6,47.24,Y,5.79,14.8,0
鼓山區,房地(土地+建物)+車位,Y,6,其他使用區,29,N,4.9,77.8,Y,11.36,30.8,0
鳳山區,房地(土地+建物)+車位,Y,4,住宅區,16,N,26.4,35.65,Y,0,15,0
鼓山區,房地(土地+建物)+車位,Y,4.76,其他使用區,23,N,0.8,51.5,Y,8.23,23.8,195
鼓山區,房地(土地+建物)+車位,Y,8.59,其他使用區,29,N,3.5,98.88,Y,16.34,33.7,450
三民區,房地(土地+建物)+車位,Y,3.8,住宅區,15,N,11.7,34.13,Y,5.87,19.9,0
左營區,房地(土地+建物)+車位,Y,3.62,商業區,14,N,18.3,32.87,Y,6.92,16.9,0
前鎮區,房地(土地+建物),Y,1.37,商業區,15,N,9.9,17.41,Y,0,22.4,0
仁武區,房地(土地+建物)+車位,Y,7.49,住宅區,15,N,0.4,41.13,Y,7.91,15.1,0
鹽埕區,房地(土地+建物),Y,2.19,商業區,13,N,20.3,23.74,Y,0,12.6,0
鼓山區,房地(土地+建物)+車位,Y,5.77,其他使用區,29,N,2,73.8,Y,12.59,33.2,420
左營區,房地(土地+建物)+車位,Y,2.97,商業區,15,N,7.1,40.76,Y,4.6,24.2,0
橋頭區,房地(土地+建物)+車位,Y,6.02,住宅區,22,N,0.8,50.72,Y,6.31,13.8,0
楠梓區,房地(土地+建物)+車位,Y,4.07,商業區,23,N,2.6,48.33,Y,9.05,17.5,0
前鎮區,房地(土地+建物)+車位,Y,7.34,住宅區,15,N,1.2,48.58,Y,7.99,37,0
鼓山區,房地(土地+建物)+車位,Y,4.7,商業區,15,N,15.3,42.82,Y,4.67,24.1,150
前鎮區,房地(土地+建物)+車位,Y,6.52,商業區,20,N,29.4,67.32,Y,0,14.9,0
鼓山區,房地(土地+建物)+車位,Y,6.11,其他使用區,21,N,6.6,72.24,Y,6.95,24.6,0
三民區,房地(土地+建物)+車位,N,2.36,商業區,14,N,19.8,26.46,Y,3.5,16.2,0
苓雅區,房地(土地+建物)+車位,Y,7.3,住宅區,14,N,0.3,37.73,Y,11.99,22.6,0
三民區,房地(土地+建物)+車位,Y,8.26,住宅區,24,N,0.6,47.03,Y,8.75,24.5,0
楠梓區,房地(土地+建物)+車位,Y,3.72,商業區,22,N,2.9,44.57,Y,5.55,14.8,0
苓雅區,房地(土地+建物),N,0.95,商業區,12,N,25.4,9.78,Y,0,13.3,0
三民區,房地(土地+建物)+車位,Y,4.13,商業區,29,N,7.1,87.28,Y,6.47,23.1,0
鼓山區,房地(土地+建物)+車位,Y,3.69,商業區,15,N,11.8,42.99,Y,4.52,20.9,0
楠梓區,房地(土地+建物)+車位,Y,8.19,住宅區,23,N,5.8,48.24,Y,4.85,17.6,0
楠梓區,房地(土地+建物),N,2.49,住宅區,15,N,3.9,24.22,Y,0,15.7,0
三民區,房地(土地+建物)+車位,Y,6.2,住宅區,14,N,18.8,44.85,Y,7.39,16.9,0
左營區,房地(土地+建物),Y,1.79,商業區,15,N,4.8,24.71,Y,0,13.4,0
楠梓區,房地(土地+建物)+車位,N,4.84,住宅區,23,N,0.3,53.46,Y,9.83,17.9,125
大寮區,房地(土地+建物),Y,4.54,住宅區,12,Y,22.9,36.44,Y,0,10.2,0
三民區,房地(土地+建物)+車位,Y,8.73,住宅區,24,N,0.6,49.41,Y,8.75,24.4,0
橋頭區,房地(土地+建物)+車位,Y,4.46,住宅區,22,N,0.8,35.7,Y,6.31,18.7,150
左營區,房地(土地+建物)+車位,Y,3.94,商業區,12,N,24.9,38.41,Y,0,17.7,0
橋頭區,房地(土地+建物)+車位,Y,5.01,住宅區,15,N,1.8,40.76,Y,1.86,18.9,0
左營區,房地(土地+建物)+車位,Y,2.45,商業區,25,N,7,50.48,Y,3.19,20.7,0
三民區,房地(土地+建物)+車位,Y,12.32,住宅區,24,N,0.6,83.84,Y,17.5,25.2,0
鼓山區,房地(土地+建物),Y,2.93,商業區,15,N,14.1,29.5,Y,0,19.2,0
楠梓區,房地(土地+建物)+車位,N,3.16,住宅區,23,N,0.3,38.73,Y,9.83,16.3,125
前金區,房地(土地+建物),Y,1.78,商業區,15,N,8.3,26.38,Y,0,23.5,0
三民區,房地(土地+建物)+車位,N,5.23,住宅區,14,N,22.1,37.92,Y,4.14,15.7,0
苓雅區,房地(土地+建物)+車位,N,1.66,特定專用區,35,N,23.7,48.55,Y,4.43,13.2,0
前金區,房地(土地+建物)+車位,Y,8.62,其他,15,N,8.2,87.99,Y,12.45,23.3,0
大社區,房地(土地+建物),N,5.38,住宅區,19,N,26.9,32.52,Y,0,9.7,0
仁武區,房地(土地+建物)+車位,Y,5.4,住宅區,15,N,3.9,27.89,Y,3.79,17.6,0
左營區,房地(土地+建物)+車位,Y,7.51,住宅區,15,N,0.3,53.11,Y,6.52,23.4,165
左營區,房地(土地+建物)+車位,Y,5.72,商業區,35,N,6,100.92,Y,11.17,18.2,0
鳳山區,房地(土地+建物),Y,1.76,住宅區,25,N,25.4,24.05,Y,0,16.7,0
鼓山區,房地(土地+建物)+車位,Y,7.56,其他使用區,28,N,8.7,82.05,Y,9.32,29.1,0
鼓山區,房地(土地+建物)+車位,Y,8.4,其他使用區,29,N,3.5,100.72,Y,8.17,38.9,270
前鎮區,房地(土地+建物),N,3.55,商業區,13,N,6.5,29.94,Y,0,19.4,0
左營區,房地(土地+建物),N,8.5,住宅區,14,N,20.9,52.29,Y,0,12.4,0
鳳山區,房地(土地+建物),Y,3.38,住宅區,15,N,4.3,23.64,Y,0,19.9,0
前鎮區,房地(土地+建物)+車位,Y,3.89,住宅區,29,N,12.8,81.3,Y,4.47,25.1,0
苓雅區,房地(土地+建物)+車位,Y,7.3,住宅區,14,N,0.3,37.73,Y,11.99,23.3,0
左營區,房地(土地+建物),Y,3.58,住宅區,22,N,19.7,48.31,Y,0,17.3,0
鳳山區,房地(土地+建物)+車位,Y,6.56,商業區,15,N,3,69.9,Y,10.23,21.1,0
左營區,房地(土地+建物)+車位,Y,5.36,住宅區,13,N,16.6,33.9,Y,7.9,22.1,0
仁武區,房地(土地+建物)+車位,Y,10.54,商業區,15,N,6.8,75.55,Y,10.01,18.2,0
苓雅區,房地(土地+建物)+車位,Y,8.82,特定專用區,15,N,28.4,63.38,Y,0,13.5,0
左營區,房地(土地+建物)+車位,Y,7.51,住宅區,15,N,0.3,50.84,Y,6.52,21.3,130
鳳山區,房地(土地+建物)+車位,Y,4.05,商業區,15,N,4.8,44.1,Y,7.19,16.3,0
苓雅區,房地(土地+建物),Y,1.77,商業區,15,N,0,24.17,Y,0,27.7,0
左營區,房地(土地+建物)+車位,Y,3.35,住宅區,13,N,6.7,32.41,Y,5.47,23.9,0
楠梓區,房地(土地+建物)+車位,Y,5.14,特定專用區,17,N,26.2,50.18,Y,0,11,0
鼓山區,房地(土地+建物)+車位,Y,8.58,其他使用區,14,N,13.8,62.11,Y,8.49,30.9,150
鼓山區,房地(土地+建物)+車位,Y,6.29,住宅區,15,N,15.6,49.57,Y,6.71,24.5,0
鳳山區,房地(土地+建物)+車位,Y,7.73,住宅區,15,N,7.5,45.02,Y,8.24,16.2,0
林園區,房地(土地+建物),Y,3.57,住宅區,14,N,26.1,30.89,Y,0,7.9,0
鼓山區,房地(土地+建物)+車位,Y,7.2,住宅區,12,N,16.8,46.37,Y,7.24,21.1,0
三民區,房地(土地+建物),Y,4.46,住宅區,15,N,14.8,35.78,Y,0,15.4,0
苓雅區,房地(土地+建物)+車位,Y,3.93,住宅區,29,N,1.4,59.21,Y,7.87,38.3,135
楠梓區,房地(土地+建物)+車位,N,6.74,住宅區,12,N,20.3,49.36,Y,8.51,12.3,0
楠梓區,房地(土地+建物)+車位,Y,4.18,住宅區,15,N,0.1,34.96,Y,7.62,16.8,0
鳳山區,房地(土地+建物)+車位,Y,15.36,住宅區,23,N,6.6,99.69,Y,16.44,25.5,405
前鎮區,房地(土地+建物),Y,0.39,特定專用區,39,N,21.8,11.98,Y,0,20.5,0
三民區,房地(土地+建物)+車位,Y,5.45,住宅區,15,N,28,35.25,Y,0,14.8,0
鼓山區,房地(土地+建物),Y,5.31,其他使用區,14,Y,15.5,40.84,Y,0,18.8,0
大寮區,房地(土地+建物),Y,3.87,其他使用區,14,N,19,40.67,Y,0,7.9,0
三民區,房地(土地+建物)+車位,N,7.55,住宅區,13,N,17,48.05,Y,7.63,15.6,0
鳳山區,房地(土地+建物),N,4.33,住宅區,12,N,26.3,29.14,Y,0,13,0
鳳山區,房地(土地+建物),N,4.93,住宅區,12,N,27.5,33.93,Y,0,11.9,0
三民區,房地(土地+建物),Y,3.11,商業區,17,N,24,33.92,Y,0,13.6,0
楠梓區,房地(土地+建物)+車位,Y,6.93,住宅區,15,N,4.9,38.7,Y,0,19.1,0
左營區,房地(土地+建物),Y,2.78,住宅區,14,N,22.6,37.37,Y,0,12.9,0
三民區,房地(土地+建物)+車位,Y,3.16,住宅區,13,N,4.7,31.74,Y,7.75,18.9,0
湖內區,房地(土地+建物),N,9.9,住宅區,12,N,25.8,56.94,Y,0,8.8,0
苓雅區,房地(土地+建物)+車位,Y,7.84,住宅區,14,Y,0.3,39.77,Y,14.03,23.1,0
三民區,房地(土地+建物)+車位,Y,8.26,住宅區,24,N,0.6,47.01,Y,8.75,25.5,0
橋頭區,房地(土地+建物)+車位,Y,6.97,住宅區,15,N,1.8,57.82,Y,4.93,16.6,0
鹽埕區,房地(土地+建物)+車位,Y,3.48,商業區,14,N,22.2,40.45,Y,5.52,12.9,0
三民區,房地(土地+建物)+車位,Y,4.63,住宅區,14,N,22.1,48.15,Y,6.99,15.1,0
橋頭區,房地(土地+建物)+車位,Y,2.89,商業區,24,N,2,29.15,Y,4.62,17.4,0
小港區,房地(土地+建物)+車位,Y,10.82,住宅區,15,N,6,62.75,Y,9.98,17.5,0
苓雅區,房地(土地+建物)+車位,Y,4.77,住宅區,14,N,15.7,49.07,Y,2.11,22.8,0
鼓山區,房地(土地+建物),Y,3.49,其他使用區,14,N,15.8,26.04,Y,0,23,0
左營區,房地(土地+建物)+車位,Y,4.91,商業區,24,N,1.3,75.06,Y,8.76,23.9,0
苓雅區,房地(土地+建物),Y,1.46,商業區,15,N,3.1,20.62,Y,0,28.1,0
大寮區,房地(土地+建物)+車位,Y,3.99,住宅區,12,N,24.4,38.08,Y,0,7.6,0
左營區,房地(土地+建物),N,7.78,住宅區,18,N,35.1,32.83,Y,0,10.1,0
楠梓區,房地(土地+建物),Y,3.66,住宅區,15,N,0.1,27.34,Y,0,15.5,0
左營區,房地(土地+建物)+車位,Y,4.8,住宅區,15,N,7.2,47.95,Y,12.2,17.3,0
楠梓區,房地(土地+建物)+車位,Y,4.18,住宅區,15,N,0.1,34.96,Y,7.62,17,0
三民區,房地(土地+建物)+車位,Y,8.26,住宅區,24,N,0.6,45.98,Y,7.72,26,0
苓雅區,房地(土地+建物),Y,0.22,商業區,85,N,21.7,13.29,Y,0,15.1,0
前鎮區,房地(土地+建物),Y,0.39,特定專用區,39,N,21.8,11.98,Y,0,20.5,0
苓雅區,房地(土地+建物)+車位,Y,3.77,其他使用區,27,N,20.5,75.78,Y,8.32,21.8,150
橋頭區,房地(土地+建物)+車位,Y,7.23,住宅區,15,N,4.9,39.79,Y,7.54,16.8,0
前鎮區,房地(土地+建物),Y,3.22,特定專用區,16,N,31.6,26.79,Y,0,16.3,0
三民區,房地(土地+建物)+車位,Y,5.22,住宅區,15,N,0.8,41.89,Y,6.28,23.9,0
楠梓區,房地(土地+建物)+車位,Y,5.99,住宅區,15,N,0.1,48,Y,7.62,17.7,0
鼓山區,房地(土地+建物),Y,0.85,商業區,12,N,24.8,10.81,Y,0,23.1,0
楠梓區,房地(土地+建物)+車位,N,2.18,商業區,15,N,7.6,30.42,Y,2.5,16.4,0
三民區,房地(土地+建物)+車位,Y,8.52,住宅區,24,N,0.6,50.14,Y,8.75,27.1,0
楠梓區,房地(土地+建物)+車位,Y,6,住宅區,15,N,0.1,48.1,Y,7.62,16.9,0
左營區,房地(土地+建物)+車位,Y,6.68,住宅區,15,N,0.3,45.83,Y,6.52,18.2,105
楠梓區,房地(土地+建物)+車位,N,5.5,住宅區,12,N,6.2,44.89,Y,5.66,17.2,0
楠梓區,房地(土地+建物),Y,3.66,住宅區,15,N,0.1,27.34,Y,0,16.3,0
楠梓區,房地(土地+建物)+車位,N,5.68,住宅區,23,N,0.3,70.04,Y,19.66,17.6,305
前金區,房地(土地+建物)+車位,Y,5.04,商業區,15,N,0.2,68.29,Y,4.34,55.6,0
苓雅區,房地(土地+建物),N,1.22,特定專用區,35,N,23.7,28.61,Y,0,13.6,0
前金區,房地(土地+建物),Y,1.36,商業區,15,N,15.5,17.59,Y,0,17.1,0
苓雅區,房地(土地+建物),N,0.34,特定專用區,35,N,23.7,71.77,Y,0,15.3,0
楠梓區,房地(土地+建物)+車位,Y,5.99,住宅區,15,N,0.1,48,Y,7.62,17.9,0
三民區,房地(土地+建物)+車位,Y,7.09,住宅區,15,N,0.8,57.02,Y,6.71,27.4,0
岡山區,房地(土地+建物),N,5.85,住宅區,12,N,26.5,36.43,Y,0,12.5,0
三民區,房地(土地+建物)+車位,Y,3.03,商業區,21,N,0.1,54.16,Y,11.5,24.1,130
左營區,房地(土地+建物)+車位,Y,7.31,住宅區,15,N,0.3,52.42,Y,6.52,21.6,155
苓雅區,房地(土地+建物)+車位,Y,1.83,商業區,15,N,13.6,20.46,Y,2.09,25.7,0
左營區,房地(土地+建物)+車位,Y,10.76,住宅區,18,N,3.8,81.79,Y,8.64,23,0
左營區,房地(土地+建物)+車位,Y,2.83,商業區,15,Y,1.4,32.92,Y,4.78,26.7,0
三民區,房地(土地+建物)+車位,Y,1.31,商業區,12,N,23.3,20.19,Y,2.55,14.1,0
楠梓區,房地(土地+建物)+車位,Y,6.98,住宅區,14,N,20.9,42.13,Y,2.37,13.4,0
鼓山區,房地(土地+建物)+車位,Y,3.02,商業區,14,N,20.5,46.95,Y,8.08,17.4,150
鼓山區,房地(土地+建物)+車位,Y,11.16,其他使用區,29,N,2,139.51,Y,18.89,27.7,630
鼓山區,房地(土地+建物)+車位,Y,5.38,其他使用區,24,N,6.8,61.65,Y,9.23,27.6,0
鼓山區,房地(土地+建物),Y,3.11,商業區,14,N,16.6,27.7,Y,0,25,0
仁武區,房地(土地+建物)+車位,Y,6.46,商業區,18,N,0.5,50.46,Y,10.2,17.8,148
前鎮區,房地(土地+建物)+車位,Y,6.05,住宅區,15,N,1.2,49.73,Y,7.99,22.5,0
楠梓區,房地(土地+建物)+車位,N,4.63,住宅區,23,N,0.3,51.98,Y,9.83,17.6,125
鳳山區,房地(土地+建物)+車位,Y,10.34,住宅區,15,N,26.1,74.37,Y,0,9.4,0
楠梓區,房地(土地+建物),N,2.96,住宅區,19,N,26.5,32.77,Y,0,11.6,0
橋頭區,房地(土地+建物)+車位,Y,7.03,住宅區,15,N,0.3,45.89,Y,6.59,22.8,137
楠梓區,房地(土地+建物)+車位,N,5.52,商業區,15,N,6.6,54.58,Y,5.78,16.7,150
左營區,房地(土地+建物),Y,2.81,商業區,15,N,1.4,27.02,Y,0,26.6,0
苓雅區,房地(土地+建物)+車位,Y,6.62,住宅區,15,N,1.1,56.79,Y,6.38,26,185
三民區,房地(土地+建物)+車位,Y,13.05,其他,16,N,26.1,110.28,Y,0,27.2,150
前鎮區,房地(土地+建物)+車位,Y,3.02,商業區,15,N,14.8,39.34,Y,2.88,22,0
左營區,房地(土地+建物)+車位,Y,3.52,住宅區,13,N,21.7,28.12,Y,4.84,19.9,0
苓雅區,房地(土地+建物)+車位,Y,4.56,商業區,29,N,2.4,92.83,Y,9.01,24.2,260
楠梓區,房地(土地+建物),N,0.54,商業區,13,Y,13.5,4.6,Y,0,16.3,0
三民區,房地(土地+建物)+車位,Y,7.09,住宅區,15,N,0.8,57.02,Y,6.71,27.5,0
鼓山區,房地(土地+建物)+車位,Y,5.39,商業區,15,N,14.1,59.44,Y,6.52,18.5,0
鳳山區,房地(土地+建物)+車位,Y,5.74,住宅區,14,N,0.4,39.68,Y,5.89,21,180
前金區,房地(土地+建物),Y,0.87,商業區,13,N,23.8,9.99,Y,0,16.2,0
鳳山區,房地(土地+建物)+車位,Y,5.74,住宅區,14,N,0.4,39.68,Y,5.89,19.8,180
三民區,房地(土地+建物)+車位,Y,9.31,商業區,22,N,11.1,152.41,Y,15.18,16.1,0
鳳山區,房地(土地+建物)+車位,Y,7.68,住宅區,15,N,5.7,36.34,Y,5.69,18.5,0
