鄉鎮市區,臨路,都市土地使用分區,屋齡,管理組織,單價,車位總價
鳳山區,Y,住宅區,25.8,Y,13.7,0
左營區,Y,住宅區,1.4,Y,27.9,0
楠梓區,Y,商業區,1.2,Y,16.2,0
苓雅區,Y,商業區,19.2,Y,15.2,0
楠梓區,N,住宅區,26,Y,8.5,0
茄萣區,Y,住宅區,23.6,Y,4.3,0
鳳山區,Y,住宅區,2.1,Y,19.5,0
鳳山區,Y,住宅區,7.2,Y,12,0
仁武區,Y,商業區,1,Y,15.8,135
橋頭區,Y,住宅區,0.3,Y,18.4,0
前鎮區,Y,商業區,0.4,Y,17.7,0
楠梓區,Y,住宅區,5.1,Y,13.3,0
大寮區,Y,住宅區,21.5,Y,9.6,0
三民區,Y,住宅區,2.7,Y,23.1,0
林園區,N,住宅區,24.2,N,6.7,0
鼓山區,Y,商業區,13.8,Y,21.3,0
楠梓區,Y,商業區,2.2,Y,14.9,70
楠梓區,Y,住宅區,3.7,Y,20.5,138
左營區,Y,住宅區,0.8,Y,22.1,0
鳳山區,Y,住宅區,1.3,Y,20.2,0
左營區,N,住宅區,23.1,Y,11.3,0
岡山區,Y,住宅區,23.7,Y,8.6,0
三民區,N,住宅區,7.1,Y,14.8,0
仁武區,Y,商業區,1,Y,15,135
鳳山區,Y,住宅區,25.6,Y,8.7,0
小港區,N,住宅區,27,Y,12.3,0
鳳山區,Y,商業區,4.9,Y,14.6,0
前金區,Y,商業區,0.8,N,22.9,0
鼓山區,Y,商業區,12.9,Y,19.8,0
三民區,Y,住宅區,25.3,Y,12.4,0
左營區,Y,住宅區,0.8,Y,21.9,0
仁武區,Y,住宅區,0.7,Y,17.3,95
左營區,Y,住宅區,20,Y,14.1,0
左營區,Y,住宅區,0.8,Y,21.9,0
鳳山區,Y,商業區,1.6,Y,20,0
左營區,Y,商業區,12.7,Y,20.2,0
楠梓區,Y,商業區,6.6,Y,12.6,0
左營區,Y,商業區,0.6,Y,30.2,170
苓雅區,Y,住宅區,0.9,Y,24.9,0
左營區,Y,商業區,16.8,Y,14.4,0
三民區,Y,住宅區,19.9,Y,13.8,0
三民區,Y,住宅區,17.7,Y,14.5,0
左營區,Y,住宅區,23.9,N,23.6,0
楠梓區,Y,住宅區,3.9,Y,18,130
苓雅區,Y,商業區,0.4,Y,22.6,180
苓雅區,N,住宅區,0.4,Y,28.7,340
鼓山區,Y,商業區,10.9,N,22.8,0
橋頭區,Y,住宅區,0.3,Y,18.7,0
小港區,Y,住宅區,4.2,Y,12.9,0
楠梓區,Y,住宅區,12.9,N,14.6,0
橋頭區,Y,住宅區,0.3,Y,18.1,0
前金區,Y,商業區,0.8,Y,24.3,0
鳳山區,Y,住宅區,4.8,Y,18.5,0
鼓山區,Y,住宅區,14.4,Y,20.4,0
前鎮區,Y,住宅區,28.5,Y,10.4,0
楠梓區,N,住宅區,24.8,Y,11.2,0
橋頭區,Y,住宅區,0.3,Y,17.7,0
楠梓區,N,商業區,11.5,Y,14.8,0
橋頭區,Y,住宅區,0.3,Y,18.8,0
鳳山區,Y,商業區,21.2,Y,13.4,0
三民區,Y,住宅區,12.1,Y,21.7,0
左營區,Y,商業區,6,Y,21.2,0
三民區,Y,住宅區,0.1,Y,20,0
前鎮區,Y,住宅區,2.1,Y,23.1,198
鼓山區,Y,住宅區,5.5,Y,32,230
鼓山區,Y,商業區,24.5,Y,15.1,0
前鎮區,Y,商業區,12.2,Y,20.6,0
三民區,Y,住宅區,6.5,Y,20.5,0
新興區,Y,商業區,27.8,Y,13.6,0
鼓山區,Y,住宅區,0.5,Y,22.6,198
鼓山區,Y,商業區,3.8,Y,44.7,420
左營區,Y,商業區,18.1,Y,15.9,0
左營區,N,住宅區,23.8,Y,16.1,0
楠梓區,Y,商業區,1.2,Y,17.1,0
鼓山區,Y,住宅區,15.1,Y,20.9,0
鳳山區,Y,商業區,6.8,Y,17.3,0
前鎮區,Y,住宅區,22.2,Y,15.8,0
三民區,Y,住宅區,3.1,Y,26.8,0
鳳山區,Y,住宅區,1.3,Y,20.7,0
左營區,N,住宅區,24.8,Y,15.4,0
橋頭區,Y,商業區,0.6,Y,15.4,0
鳳山區,Y,商業區,29.7,Y,11.3,0
三民區,N,商業區,0.8,Y,21,0
楠梓區,Y,住宅區,0.2,Y,19.2,0
鼓山區,Y,商業區,4.8,Y,31.5,0
苓雅區,Y,住宅區,23,Y,15,0
鳳山區,Y,商業區,21.6,Y,16.7,0
苓雅區,Y,商業區,19.6,Y,24.2,0
鳳山區,Y,住宅區,2.9,Y,19.5,145
前鎮區,N,商業區,11.5,Y,16,0
左營區,Y,商業區,0.6,Y,32.2,140
鼓山區,Y,住宅區,0.6,Y,29.2,380
前鎮區,Y,商業區,23.6,N,20.3,0
鼓山區,Y,住宅區,4.2,Y,23.2,0
鳳山區,Y,住宅區,1.3,Y,19.7,0
左營區,Y,住宅區,20.8,Y,13.6,0
前鎮區,Y,其他,20.7,Y,13.8,0
楠梓區,Y,商業區,24.8,Y,9.7,0
鼓山區,Y,商業區,27.9,Y,11.6,0
鳳山區,Y,住宅區,18.8,Y,14.2,0
鳳山區,Y,其他,21.7,Y,11.4,0
大社區,N,住宅區,25.8,Y,9.4,0
左營區,Y,住宅區,8.1,Y,17.6,0
三民區,Y,商業區,3.1,Y,18.5,150
三民區,Y,商業區,26.8,Y,11.7,0
左營區,Y,住宅區,19.7,Y,14.1,0
鼓山區,Y,商業區,12.7,Y,17.7,0
鳳山區,Y,住宅區,0.8,Y,17.7,0
鼓山區,Y,商業區,12.9,Y,25.5,0
前鎮區,N,住宅區,17.1,Y,16.1,0
前鎮區,Y,商業區,20.7,Y,18.7,0
苓雅區,N,商業區,22.3,Y,14.5,0
苓雅區,Y,商業區,19.1,Y,19.6,0
三民區,Y,住宅區,25.4,Y,12.2,0
新興區,Y,商業區,3.8,N,26.9,0
鳳山區,Y,住宅區,4.3,Y,17.9,0
鼓山區,Y,住宅區,0.6,Y,30,380
鳳山區,Y,住宅區,20.4,Y,11.3,0
鳥松區,Y,住宅區,23.7,Y,13.9,0
左營區,Y,商業區,5.6,Y,24.1,98
鼓山區,Y,住宅區,0.6,Y,30.7,380
三民區,N,商業區,0.8,Y,20.8,0
楠梓區,N,住宅區,6.9,Y,15.5,0
鼓山區,Y,商業區,24.1,Y,13.8,0
新興區,Y,商業區,2.3,Y,21.2,0
大寮區,Y,住宅區,24.4,Y,7.8,0
鼓山區,Y,住宅區,0.6,Y,29,160
左營區,Y,商業區,0.6,Y,36.4,420
鼓山區,Y,商業區,6.7,Y,66.8,0
左營區,Y,商業區,22,Y,17.1,0
苓雅區,Y,住宅區,24.5,Y,15.8,0
鼓山區,Y,商業區,13.7,Y,19.8,0
鹽埕區,Y,商業區,2.9,Y,24.1,0
前金區,Y,商業區,14.1,Y,18.1,0
楠梓區,Y,商業區,1.2,Y,16.8,0
鼓山區,Y,住宅區,6.7,Y,24.1,0
左營區,Y,商業區,23.8,Y,16.6,0
橋頭區,Y,商業區,0.6,Y,16.9,0
三民區,Y,住宅區,0.1,Y,18.7,0
左營區,Y,住宅區,19.6,Y,20,0
左營區,Y,住宅區,1.8,Y,25.8,400
鼓山區,Y,商業區,10.3,Y,18.8,160
鼓山區,Y,商業區,14.1,Y,22.9,0
楠梓區,Y,住宅區,29.6,Y,11.6,0
岡山區,Y,住宅區,23.7,Y,10.4,0
新興區,Y,商業區,6.5,Y,24,0
鳳山區,N,其他,24.2,Y,13,0
前鎮區,Y,住宅區,2.1,Y,25.4,195
鳳山區,Y,住宅區,7.2,Y,16.3,0
左營區,Y,住宅區,21.6,Y,14.2,0
左營區,Y,商業區,22.3,Y,15.7,0
楠梓區,Y,住宅區,0.2,Y,23.4,0
小港區,Y,住宅區,1.2,Y,12.9,135
三民區,Y,商業區,3.3,Y,20.3,0
楠梓區,Y,商業區,20.9,N,9,0
鼓山區,Y,住宅區,3.5,Y,19.4,0
楠梓區,Y,住宅區,1.8,Y,14.9,140
鼓山區,Y,商業區,12.9,Y,19.2,0
鳳山區,Y,住宅區,19,N,8.4,0
大樹區,Y,住宅區,23.6,Y,10.1,0
鼓山區,Y,住宅區,15.1,Y,19.7,0
橋頭區,Y,商業區,0.6,Y,16.3,72
鼓山區,Y,住宅區,6.7,Y,20.9,0
楠梓區,N,其他,22.5,Y,9.8,0
左營區,Y,住宅區,0.3,Y,21,0
鳳山區,Y,住宅區,1.3,Y,19.2,0
岡山區,Y,住宅區,26,Y,9.9,0
小港區,Y,住宅區,4.6,Y,14.3,0
左營區,Y,住宅區,0.8,Y,26.4,0
鼓山區,Y,商業區,12.8,Y,19.8,0
新興區,Y,商業區,12.3,Y,21.6,0
楠梓區,Y,商業區,4.3,Y,18.7,0
苓雅區,Y,商業區,1.5,Y,24.2,140
三民區,N,商業區,0.8,Y,20.7,0
前鎮區,Y,商業區,0.4,Y,16.8,0
楠梓區,N,商業區,12.7,Y,14.1,0
楠梓區,Y,住宅區,0.6,Y,17,0
三民區,Y,住宅區,26.2,Y,11.9,0
楠梓區,Y,住宅區,1.4,Y,15.4,0
鼓山區,Y,住宅區,5.4,Y,33.4,320
三民區,Y,商業區,25.7,Y,13.8,0
鳳山區,Y,住宅區,14.5,Y,22.4,0
橋頭區,Y,住宅區,0.3,Y,18.7,0
新興區,Y,商業區,0.8,Y,22.1,0
楠梓區,Y,住宅區,24.8,Y,7.8,0
鳳山區,N,住宅區,26.1,Y,7.1,0
左營區,Y,住宅區,14.6,Y,21,0
岡山區,Y,住宅區,25.2,Y,8.4,0
楠梓區,Y,住宅區,1.8,Y,16.4,150
左營區,Y,住宅區,0.3,Y,20.7,0
左營區,N,住宅區,21.3,Y,14.8,0
仁武區,Y,商業區,1,Y,15.9,150
橋頭區,Y,住宅區,0.3,Y,17,0
三民區,Y,住宅區,12.5,N,16.9,0
橋頭區,Y,住宅區,0.3,Y,18.3,0
楠梓區,Y,住宅區,0.2,Y,20.3,0
左營區,N,住宅區,11.3,Y,16.1,0
鳳山區,Y,住宅區,21.5,Y,13.2,0
鳳山區,Y,商業區,3.4,Y,15.9,0
橋頭區,Y,住宅區,0.3,Y,18.1,0
鼓山區,Y,住宅區,0.6,Y,30.3,360
左營區,Y,住宅區,4.7,Y,21,0
橋頭區,Y,住宅區,0.3,Y,18.3,0
鼓山區,Y,商業區,13.7,Y,23.3,0
橋頭區,Y,住宅區,0.3,Y,17.7,0
三民區,Y,住宅區,20.2,Y,17.1,0
鳳山區,Y,住宅區,3.2,Y,20.4,0
三民區,Y,住宅區,25.2,Y,14.5,0
左營區,Y,商業區,0.6,Y,33.3,150
鼓山區,Y,商業區,6.2,Y,22.3,0
左營區,Y,住宅區,5,Y,31.9,490
楠梓區,N,住宅區,1.1,Y,13,135
楠梓區,Y,住宅區,0.2,Y,18.8,0
鳳山區,Y,住宅區,7.3,Y,12.8,0
三民區,Y,商業區,1.4,Y,20.6,0
楠梓區,N,住宅區,6.9,Y,12.7,0
鼓山區,Y,住宅區,14.9,Y,20.2,150
楠梓區,N,商業區,6.2,Y,15.7,0
鼓山區,N,住宅區,17.1,N,19.4,0
左營區,Y,住宅區,5.2,Y,15.1,0
苓雅區,Y,住宅區,2.6,Y,39.9,190
前鎮區,Y,商業區,3.8,Y,23.2,0
鼓山區,Y,商業區,12.8,Y,18.5,0
楠梓區,Y,住宅區,2.2,Y,18.4,0
鼓山區,Y,住宅區,36.9,N,13.2,0
苓雅區,Y,商業區,1.6,Y,26.9,0
鳳山區,Y,住宅區,1.8,Y,20.4,0
左營區,Y,住宅區,4.7,Y,22.3,0
左營區,Y,商業區,25.2,Y,18.1,0
三民區,Y,商業區,26.4,Y,12,0
左營區,Y,住宅區,20.4,Y,17,0
鼓山區,Y,住宅區,12.8,Y,21.9,0
鳳山區,Y,住宅區,7.2,Y,15.9,0
前鎮區,Y,商業區,29.2,Y,6.1,0
左營區,Y,商業區,0.6,Y,33,150
小港區,Y,商業區,4.7,Y,16.5,0
左營區,Y,住宅區,20.9,Y,14.6,0
鼓山區,N,住宅區,37.3,N,14,0
小港區,Y,商業區,27.2,Y,10.5,0
鼓山區,Y,商業區,13.6,Y,20.7,0
左營區,Y,住宅區,19.8,Y,14,0
前金區,Y,商業區,17.1,Y,16.8,0
三民區,Y,商業區,14.1,Y,18.3,0
前鎮區,Y,商業區,13.3,Y,22.7,0
苓雅區,N,住宅區,0.4,Y,27.1,0
鼓山區,Y,商業區,5.1,Y,24.1,0
楠梓區,Y,住宅區,1.8,Y,17.1,135
苓雅區,Y,住宅區,9.7,Y,24.8,0
前鎮區,N,住宅區,5.8,Y,18.8,0
左營區,N,住宅區,4.3,Y,26.1,0
三民區,Y,商業區,5.7,Y,17.8,0
仁武區,Y,住宅區,1.6,Y,25.6,330
鳳山區,Y,住宅區,26.7,N,12.4,0
鳳山區,Y,住宅區,22.1,Y,13.3,0
鼓山區,Y,商業區,13.9,Y,23.9,0
鳳山區,Y,住宅區,1.3,Y,20.3,0
左營區,Y,商業區,24.6,Y,17.4,0
三民區,Y,住宅區,0.1,Y,19,0
左營區,N,住宅區,12.3,Y,14.2,0
鼓山區,Y,商業區,5.1,Y,24.4,0
鼓山區,Y,商業區,24.1,Y,17.1,70
鼓山區,Y,住宅區,0.6,Y,28.8,320
左營區,Y,住宅區,0.3,Y,20.7,0
前鎮區,N,住宅區,22.2,Y,14.7,0
前金區,Y,住宅區,23.6,Y,14.1,0
大樹區,N,住宅區,22.2,Y,4.4,0
新興區,Y,商業區,26.8,Y,14.1,0
鼓山區,Y,住宅區,36.9,Y,14.7,0
三民區,N,商業區,0.8,Y,21.4,0
左營區,Y,商業區,2.7,Y,19.2,0
大寮區,N,住宅區,25.1,Y,8.3,0
鼓山區,Y,商業區,5.1,Y,21.3,0
左營區,Y,商業區,0.6,Y,30.6,150
三民區,N,住宅區,23,Y,11.3,0
苓雅區,Y,住宅區,0.9,Y,24.8,0
前金區,Y,商業區,0.8,Y,21.3,0
左營區,Y,住宅區,0.8,Y,25.3,0
鼓山區,Y,住宅區,2.9,Y,19.6,0
鼓山區,Y,商業區,5.1,Y,24.5,0
前鎮區,Y,商業區,0.2,Y,26,160
前金區,Y,住宅區,23.6,Y,14.4,0
左營區,Y,商業區,0.6,Y,30.7,210
橋頭區,Y,商業區,0.6,Y,14.8,0
三民區,N,住宅區,5.1,Y,21.8,0
左營區,Y,住宅區,2.8,Y,23.5,0
鼓山區,Y,住宅區,0.6,Y,28.5,380
鼓山區,Y,住宅區,5.1,Y,23.2,0
橋頭區,Y,住宅區,0.4,Y,16,0
鼓山區,Y,商業區,13.8,Y,19.9,0
鼓山區,Y,住宅區,5.3,Y,19.2,0
前鎮區,N,住宅區,25,Y,13,0
橋頭區,Y,住宅區,0.4,Y,17.6,0
三民區,Y,住宅區,17.5,Y,17.3,0
新興區,Y,商業區,0.9,Y,25.2,0
三民區,N,商業區,0.8,Y,20.6,0
楠梓區,Y,住宅區,5.1,Y,15.6,0
鼓山區,Y,住宅區,0.7,Y,34.5,360
三民區,Y,住宅區,0.2,Y,21.3,0
左營區,Y,住宅區,16,Y,18.4,0
橋頭區,Y,住宅區,0.4,Y,18,0
三民區,Y,住宅區,25.2,Y,16.6,0
鳳山區,Y,其他,4.8,Y,16.8,0
楠梓區,Y,住宅區,4,Y,17.4,140
橋頭區,Y,商業區,0.7,Y,14,0
前鎮區,Y,住宅區,28.6,Y,10.7,0
鳳山區,Y,住宅區,7.2,Y,13.3,0
三民區,N,住宅區,22.7,Y,13.6,0
鳳山區,Y,住宅區,5.1,Y,16.1,0
前金區,Y,商業區,0.9,Y,27.2,0
三民區,Y,住宅區,22.1,Y,15.7,0
左營區,N,住宅區,20.7,Y,11.8,0
楠梓區,N,住宅區,7,Y,13.2,0
楠梓區,Y,住宅區,0.3,Y,18.9,0
左營區,Y,商業區,20,Y,16.9,0
三民區,Y,住宅區,22.1,Y,15.9,120
三民區,Y,住宅區,3.2,Y,26.2,0
鳳山區,Y,住宅區,11.3,Y,16.4,0
左營區,Y,住宅區,4.8,Y,21.7,0
楠梓區,N,住宅區,22.8,Y,9.9,0
三民區,Y,住宅區,5.8,Y,29.5,0
左營區,N,住宅區,24.9,N,15.1,0
鼓山區,Y,商業區,13.6,Y,22.7,0
小港區,N,住宅區,19.3,Y,8,0
苓雅區,Y,商業區,20.7,Y,21.1,0
左營區,Y,住宅區,0.9,Y,22.7,0
前鎮區,Y,商業區,20.5,Y,33.1,0
鼓山區,Y,商業區,24.2,Y,12.1,0
茄萣區,Y,住宅區,23.7,Y,4.5,0
楠梓區,Y,商業區,1.9,Y,14,0
三民區,N,商業區,24.6,Y,12.8,0
鼓山區,Y,住宅區,15.8,Y,22.2,0
鼓山區,Y,住宅區,0.7,Y,28,0
鼓山區,Y,住宅區,0.7,Y,30.3,300
左營區,Y,商業區,14.5,Y,18.6,0
楠梓區,N,住宅區,23.6,Y,12.7,0
前金區,Y,商業區,0.9,Y,24.5,0
前鎮區,Y,商業區,12.8,Y,20.2,0
橋頭區,Y,住宅區,3.6,Y,15,0
鳳山區,Y,住宅區,22.2,Y,10.4,0
楠梓區,N,住宅區,29.2,Y,10.5,0
楠梓區,Y,住宅區,6.8,Y,16.2,0
三民區,Y,住宅區,0.2,Y,21,0
新興區,Y,商業區,3.3,Y,25.9,0
鳥松區,Y,住宅區,23.8,Y,11.9,0
前鎮區,Y,商業區,0.3,Y,26,170
鳳山區,Y,住宅區,23.7,Y,14.7,0
左營區,Y,住宅區,19.8,Y,13.2,0
左營區,Y,住宅區,15.8,Y,18.8,0
左營區,Y,住宅區,12.8,Y,17,0
左營區,Y,商業區,23.8,Y,17.6,0
左營區,Y,住宅區,1.8,Y,25.8,390
鳳山區,Y,住宅區,0,Y,16.7,145
左營區,Y,住宅區,0.8,Y,27,0
苓雅區,Y,商業區,1.7,Y,26.9,0
橋頭區,Y,商業區,0.7,Y,17.2,82
小港區,Y,住宅區,23.1,Y,6.4,0
鼓山區,Y,商業區,0.8,Y,26.5,0
鳳山區,Y,住宅區,0,Y,17.4,145
苓雅區,Y,商業區,1.4,Y,25.2,0
楠梓區,Y,商業區,1.3,Y,18.5,0
鳳山區,Y,商業區,0,Y,16,124
前鎮區,Y,商業區,0.3,Y,25.2,150
鳳山區,N,住宅區,23.5,Y,16.4,0
前金區,Y,商業區,10.5,Y,21.6,0
新興區,Y,商業區,29.2,Y,28.1,0
前鎮區,Y,商業區,30.3,Y,13.6,0
前鎮區,Y,住宅區,1.4,Y,15.5,0
鳳山區,Y,其他,24.8,Y,13.1,0
左營區,Y,住宅區,16,Y,17.8,0
左營區,Y,住宅區,13.8,Y,18.9,0
三民區,Y,商業區,5.8,Y,20.2,0
苓雅區,Y,商業區,0.5,Y,19.8,185
楠梓區,N,住宅區,7,Y,14,0
鳳山區,Y,住宅區,7.3,N,15,0
鳳山區,N,住宅區,26.2,Y,11.5,0
左營區,Y,住宅區,0.8,Y,24.5,0
左營區,Y,住宅區,4,Y,30,440
鳥松區,Y,住宅區,2.8,Y,15.4,0
鳥松區,Y,住宅區,23,Y,7.3,0
鼓山區,Y,住宅區,25.6,Y,13.6,0
橋頭區,Y,住宅區,0.4,Y,18.6,0
橋頭區,Y,住宅區,0.4,Y,19.2,0
鳥松區,Y,住宅區,23,Y,12.3,0
橋頭區,Y,住宅區,0.4,Y,18,0
左營區,Y,住宅區,15.3,N,20.9,0
新興區,Y,商業區,1.1,Y,26.4,0
左營區,Y,商業區,2.8,Y,19.8,0
楠梓區,Y,商業區,5.3,Y,16.2,0
鳳山區,Y,商業區,0,Y,14.1,124
前金區,Y,商業區,0.9,Y,20.9,0
鼓山區,Y,住宅區,7.8,Y,22.8,0
前鎮區,Y,商業區,0.3,Y,24.5,150
鳳山區,Y,住宅區,1.3,Y,18.8,0
鼓山區,Y,住宅區,25,Y,17.3,0
三民區,Y,商業區,23.7,N,17.7,0
仁武區,Y,住宅區,0.8,Y,14.3,0
橋頭區,Y,商業區,0.7,Y,15.9,0
鳳山區,Y,商業區,0,Y,15.2,0
鳳山區,Y,商業區,0,Y,20.1,136
左營區,Y,住宅區,13,Y,17.1,0
三民區,Y,住宅區,2.1,Y,21.1,0
鼓山區,Y,商業區,3.8,Y,33.4,160
楠梓區,Y,住宅區,1.5,Y,16,0
鳳山區,Y,住宅區,0,Y,17.7,150
鼓山區,Y,商業區,23.8,Y,18.8,0
小港區,Y,住宅區,24.7,Y,6.7,0
鳳山區,Y,住宅區,23.1,Y,12.5,0
三民區,Y,住宅區,3.5,Y,19.3,0
前鎮區,Y,住宅區,11.4,Y,24,0
鼓山區,Y,住宅區,6.1,Y,37,430
前鎮區,Y,商業區,28.1,Y,24.8,0
鳳山區,Y,住宅區,0,Y,17.6,150
苓雅區,Y,住宅區,1,Y,24,0
大寮區,Y,住宅區,25.5,Y,7.5,0
橋頭區,Y,商業區,0.7,Y,14.6,0
橋頭區,Y,住宅區,25.2,Y,9.2,0
楠梓區,Y,住宅區,1.3,Y,13.9,0
鳥松區,N,住宅區,19.6,Y,8.5,0
左營區,Y,商業區,15.1,Y,17.3,0
左營區,Y,商業區,17.9,Y,19.9,0
鼓山區,Y,住宅區,0.7,Y,30.3,460
左營區,Y,住宅區,0.3,Y,19.1,0
岡山區,Y,住宅區,23.8,N,7.8,0
左營區,Y,住宅區,4,Y,29.3,0
鳥松區,N,住宅區,19.6,Y,8.5,0
左營區,Y,住宅區,0.8,Y,28,0
三民區,Y,商業區,24.6,Y,13.5,0
三民區,Y,商業區,8.4,Y,19.9,0
楠梓區,Y,商業區,23.5,N,8.9,0
楠梓區,N,商業區,5.3,Y,17.3,0
前鎮區,Y,商業區,13.7,Y,16.8,0
鼓山區,Y,住宅區,14.3,Y,19.9,0
橋頭區,Y,住宅區,0.4,Y,17.9,0
前鎮區,Y,商業區,0.5,Y,18.7,0
鼓山區,Y,住宅區,16,Y,20,0
鳥松區,Y,住宅區,2.8,Y,15.7,0
鼓山區,Y,住宅區,17.1,Y,18.2,0
鼓山區,Y,商業區,5.2,Y,23.5,0
左營區,Y,住宅區,1.3,Y,25.8,198
鼓山區,Y,住宅區,13.9,Y,20.1,0
左營區,Y,商業區,23.8,Y,16,0
三民區,Y,住宅區,0.2,Y,19.6,0
前鎮區,Y,商業區,24.4,N,10.3,0
鼓山區,Y,住宅區,6.8,Y,22.4,0
鳳山區,Y,住宅區,1.3,Y,19,0
左營區,Y,商業區,1.4,Y,23.5,0
鳳山區,Y,住宅區,1.3,Y,17.9,0
楠梓區,N,住宅區,14,N,13.5,0
三民區,Y,住宅區,17.8,Y,16,0
橋頭區,Y,商業區,0.7,Y,16.6,72
左營區,Y,住宅區,19,Y,15.7,0
前鎮區,N,住宅區,19.3,Y,15,0
鹽埕區,Y,商業區,1.4,Y,21,0
楠梓區,Y,住宅區,4.8,Y,16,130
左營區,Y,住宅區,20.8,Y,11.4,0
前鎮區,Y,住宅區,14.3,Y,15.9,0
楠梓區,Y,住宅區,0.3,Y,18.1,0
三民區,Y,住宅區,22.1,Y,15,0
仁武區,Y,住宅區,2.4,Y,16.8,0
楠梓區,Y,住宅區,20.3,Y,15.5,0
岡山區,N,住宅區,23.3,Y,10.2,0
楠梓區,N,住宅區,0.6,Y,16.1,0
鼓山區,Y,住宅區,6.6,N,23.3,0
鼓山區,Y,商業區,6.6,Y,20.5,0
鼓山區,N,住宅區,11.3,Y,15.2,0
大社區,N,住宅區,25.6,Y,6.5,0
小港區,Y,住宅區,5.8,Y,14.8,0
三民區,Y,住宅區,5,Y,19.3,0
左營區,Y,住宅區,0.3,Y,19.8,0
左營區,Y,住宅區,8.8,Y,12.2,0
鳳山區,Y,住宅區,0,Y,19.2,0
三民區,Y,住宅區,23.1,Y,11.4,0
新興區,Y,商業區,3.8,Y,24.9,0
鳳山區,Y,住宅區,25.3,Y,11.9,0
左營區,Y,商業區,0.7,Y,32.7,170
新興區,Y,住宅區,1.1,Y,27.3,0
左營區,Y,住宅區,23.6,Y,18.7,0
鳳山區,Y,住宅區,0,Y,17,145
三民區,Y,住宅區,0.7,Y,34.5,170
楠梓區,N,其他,22.6,N,9.2,0
三民區,Y,住宅區,2.8,Y,22.7,0
三民區,Y,商業區,1.5,Y,18.4,0
鹽埕區,Y,商業區,12.7,Y,20.3,0
鳳山區,Y,商業區,1.7,Y,19.8,0
三民區,Y,商業區,23.7,Y,14.4,0
前鎮區,Y,商業區,0.3,Y,28.7,330
鼓山區,Y,商業區,13.8,Y,19.9,0
左營區,Y,商業區,5.8,Y,28.5,0
橋頭區,Y,住宅區,0.4,Y,20.7,0
前鎮區,Y,商業區,0.3,Y,26.2,155
左營區,Y,住宅區,24.3,Y,13.8,0
楠梓區,Y,住宅區,0.3,Y,19,0
新興區,Y,商業區,1.1,Y,22.9,0
前金區,Y,住宅區,0.2,Y,24.8,430
鳳山區,Y,住宅區,7.2,Y,13.5,0
三民區,Y,住宅區,4.8,Y,21,0
楠梓區,Y,住宅區,1.3,Y,14.1,0
橋頭區,Y,住宅區,0.4,Y,17.6,0
新興區,Y,商業區,1.1,Y,23.3,0
鼓山區,Y,住宅區,5.3,N,17.3,0
前鎮區,N,住宅區,5.9,Y,21.9,0
左營區,Y,商業區,13.1,Y,19.1,0
苓雅區,Y,商業區,12.4,Y,21.7,100
苓雅區,Y,住宅區,2.8,Y,29.5,440
鼓山區,Y,住宅區,2.2,Y,31.5,170
左營區,Y,住宅區,7.7,Y,19.5,0
三民區,Y,住宅區,0.2,Y,19.7,0
苓雅區,Y,住宅區,15.1,Y,24.6,0
大寮區,Y,住宅區,25.5,Y,7.9,0
左營區,Y,商業區,12.8,N,19.4,0
鳳山區,Y,住宅區,0,Y,20,0
前鎮區,Y,商業區,29.3,Y,13.1,0
鹽埕區,Y,商業區,1,Y,20.8,0
楠梓區,Y,住宅區,0.3,Y,18.7,0
苓雅區,N,住宅區,22.2,Y,15.5,0
鼓山區,Y,商業區,5.2,Y,28,0
鳳山區,Y,住宅區,3.2,Y,18,0
仁武區,Y,住宅區,4.1,Y,15.4,0
鳳山區,Y,住宅區,7.3,Y,16.7,0
前鎮區,Y,商業區,0.3,Y,29.3,355
鼓山區,Y,住宅區,14.5,Y,19.1,0
前鎮區,Y,商業區,13.2,Y,17,0
前鎮區,Y,住宅區,2.2,Y,24.3,120
楠梓區,N,住宅區,13.8,Y,13.4,0
岡山區,N,住宅區,24.3,N,5.9,0
左營區,Y,住宅區,20.2,Y,16.8,0
湖內區,N,住宅區,25.1,N,8.6,0
鳥松區,Y,住宅區,38.6,N,8.1,0
仁武區,Y,商業區,1.1,Y,16,150
鼓山區,Y,住宅區,14.8,Y,20.2,0
左營區,Y,商業區,13.8,Y,19.7,0
鼓山區,Y,商業區,13.2,Y,22.2,0
楠梓區,N,住宅區,7,Y,12.2,0
左營區,Y,住宅區,23.8,Y,12.2,0
楠梓區,Y,商業區,1.6,Y,17.1,0
鳳山區,Y,住宅區,16.1,Y,19.9,0
左營區,Y,住宅區,7.2,Y,18.2,0
鳳山區,Y,商業區,0,Y,15,130
前鎮區,Y,商業區,13.7,Y,15.5,0
左營區,Y,住宅區,1.3,Y,29.1,198
鳳山區,N,住宅區,2,Y,17,0
三民區,Y,商業區,15.6,N,17.4,0
苓雅區,Y,商業區,0.5,Y,20,200
鳳山區,Y,商業區,0,Y,14.9,136
左營區,Y,住宅區,0.3,Y,19.6,0
鳳山區,Y,住宅區,0,Y,17.3,145
楠梓區,Y,住宅區,1.8,Y,15.1,145
三民區,Y,住宅區,25.7,Y,11.4,0
左營區,Y,住宅區,21.1,Y,13.5,0
橋頭區,Y,商業區,0.7,N,16.5,0
鳳山區,Y,住宅區,14.8,Y,16.8,0
楠梓區,N,住宅區,4.8,Y,15.2,150
